BodyFat,Sex,Age,Weight,Height,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist
19.55,0,20,57.04,1.61,30.74,83.51,66.49,96.77,50.65,36.58,21.45,26.4,23.9,15.15
9.89,0,35,68.49,1.79,34.26,90.31,80.14,95.39,52.99,37.58,21.84,28.83,26.43,17.68
22.42,0,22,63.94,1.67,32.5,88.84,70.65,99.99,55.2,36.65,22.2,28.0,25.16,16.5
12.82,1,54,71.16,1.82,36.32,94.39,84.51,94.36,51.28,37.43,21.61,27.34,27.14,17.32
24.31,0,20,58.19,1.63,31.47,84.02,67.23,93.01,49.81,35.4,20.46,26.09,21.68,14.84
34.25,0,34,81.92,1.72,35.51,96.34,99.04,101.43,57.38,38.55,22.78,32.1,27.25,17.37
22.88,0,47,84.44,1.79,37.96,102.87,94.82,101.85,61.59,38.45,22.49,34.24,29.21,18.49
20.65,0,22,52.81,1.6,27.61,82.21,66.53,91.17,48.31,34.99,20.24,25.07,22.29,14.75
17.91,0,21,58.89,1.69,31.79,89.03,67.66,96.77,48.51,34.5,20.15,26.84,23.81,15.35
37.45,1,50,88.48,1.7,39.05,117.54,110.69,108.62,61.04,38.21,22.09,31.88,29.49,17.37
30.57,0,20,77.11,1.68,32.2,89.7,77.0,112.3,61.0,41.5,25.0,30.0,26.0,17.5
17.01,1,43,72.68,1.81,35.68,94.68,87.67,93.55,55.33,37.57,22.18,27.79,26.39,17.2
13.86,0,24,59.83,1.7,32.08,87.27,69.62,97.65,53.81,33.93,22.62,26.15,24.9,16.5
17.8,0,34,62.53,1.66,33.4,90.23,76.02,94.79,53.24,35.12,21.48,27.62,24.54,16.65
18.63,1,27,80.38,1.81,36.98,99.02,90.05,99.86,58.9,38.36,22.47,33.67,29.28,17.71
17.88,1,35,79.25,1.8,36.73,98.45,88.83,100.26,58.17,37.62,23.91,32.91,28.98,18.33
21.67,1,38,79.2,1.78,37.74,97.16,92.79,99.94,65.02,38.36,22.46,33.23,28.96,17.77
19.72,0,37,75.79,1.8,35.63,95.35,86.67,97.88,58.19,38.0,22.82,30.23,28.36,18.09
19.21,1,48,75.42,1.8,37.89,97.76,89.45,98.03,56.03,38.55,22.81,29.86,27.83,18.53
24.19,0,44,84.39,1.84,38.44,99.52,91.1,102.3,57.1,37.83,24.07,31.77,29.5,18.69
13.47,0,32,56.05,1.71,32.6,86.81,73.32,91.26,46.67,35.47,20.76,26.33,24.83,16.4
19.35,0,22,60.77,1.65,31.09,84.39,69.78,98.08,51.97,37.22,21.87,26.88,24.43,15.57
27.04,1,44,87.92,1.78,37.58,104.19,101.15,105.04,60.74,39.33,22.35,31.29,28.97,18.11
15.44,0,39,62.63,1.64,33.41,88.28,79.34,94.21,53.78,37.42,22.32,26.15,24.53,16.09
18.22,0,21,55.22,1.7,31.16,78.71,66.81,94.09,48.39,35.12,20.99,25.07,22.82,14.99
11.34,1,25,86.2,1.94,38.12,98.34,87.79,103.13,59.66,38.32,23.63,31.68,29.58,18.49
16.39,0,19,63.19,1.77,32.35,82.78,67.77,97.79,50.45,36.77,21.35,26.23,22.85,15.19
24.3,0,23,52.04,1.7,30.97,78.74,67.59,93.85,46.41,34.11,20.31,24.39,21.11,14.55
20.54,1,50,91.46,1.86,39.21,103.64,98.1,104.29,63.15,40.88,24.13,35.36,29.94,19.26
22.36,1,52,82.94,1.75,38.32,102.38,93.77,100.23,60.2,38.94,23.35,32.94,28.16,18.42
12.52,1,42,68.66,1.77,35.68,93.38,82.84,92.56,53.85,36.86,21.43,30.42,27.64,17.7
17.18,1,42,68.74,1.72,37.43,95.58,77.94,93.05,53.35,35.76,20.84,33.6,28.5,17.38
18.75,0,19,43.71,1.59,28.05,73.64,58.15,88.0,48.45,33.01,19.53,23.05,20.16,14.03
26.84,1,44,84.2,1.77,37.77,104.53,100.84,101.95,58.81,37.87,22.7,30.91,28.78,17.6
26.1,1,50,71.21,1.7,37.8,100.4,89.4,92.3,56.1,35.6,20.5,33.6,29.3,17.3
19.77,1,40,85.42,1.85,39.27,102.52,92.7,99.1,61.26,39.05,21.91,32.91,29.22,18.02
18.73,0,32,74.91,1.75,35.5,92.53,81.36,103.56,55.0,38.76,23.84,28.98,26.95,17.85
20.94,0,20,62.47,1.65,32.0,87.55,70.98,96.67,54.01,38.25,23.15,28.03,25.75,16.38
23.79,0,34,74.93,1.8,35.63,92.31,87.23,97.98,58.39,37.93,23.28,30.8,26.25,16.83
13.59,1,29,69.23,1.77,36.8,91.7,80.62,93.56,53.59,36.13,22.31,28.76,34.73,17.31
19.63,0,25,69.72,1.69,34.8,93.01,79.98,98.32,55.73,38.27,22.58,29.73,26.11,17.01
29.04,0,51,93.99,1.8,38.6,110.15,99.01,108.73,60.47,39.77,23.4,33.07,28.14,18.0
18.79,0,22,62.57,1.76,32.58,85.63,71.06,95.43,53.16,34.42,20.52,27.68,24.25,15.95
21.1,1,27,90.76,1.87,38.21,101.22,100.23,104.96,62.08,39.97,24.86,33.67,29.18,19.38
17.06,0,20,52.92,1.59,31.17,82.17,64.84,92.13,47.83,34.47,20.77,27.03,22.83,15.0
21.08,1,41,97.52,1.8,39.22,110.47,99.62,107.52,66.28,43.86,25.17,37.07,31.36,18.71
16.55,1,41,69.78,1.73,37.58,95.73,78.38,93.61,53.89,35.91,21.0,33.64,28.25,17.46
21.92,0,25,84.12,1.81,37.39,98.53,93.72,102.71,60.04,38.98,24.29,33.27,28.39,18.79
15.36,0,45,77.6,1.8,38.79,95.8,85.95,97.61,55.95,38.64,23.14,32.14,28.65,18.71
19.52,0,20,50.14,1.64,29.0,81.38,62.28,89.1,45.6,34.2,19.51,23.11,22.14,14.71
26.58,0,50,67.62,1.72,36.22,91.53,84.43,94.48,52.66,36.46,22.89,27.04,25.28,17.52
15.36,1,32,73.2,1.81,35.4,92.8,83.36,96.85,58.8,36.95,22.3,30.6,27.4,17.8
24.03,0,20,59.3,1.7,32.29,86.14,70.17,95.0,50.03,35.37,21.37,26.41,23.78,15.52
18.56,1,40,74.8,1.8,34.67,96.07,87.87,97.48,58.06,38.77,22.57,31.07,27.03,17.53
21.83,1,39,76.67,1.8,37.23,94.0,86.69,96.21,59.09,36.32,22.39,32.9,28.5,17.19
26.35,0,65,84.11,1.77,38.02,106.6,98.55,98.56,55.88,41.23,22.56,30.26,28.82,19.35
17.24,1,40,79.05,1.87,38.19,99.89,91.01,96.68,56.25,38.85,22.78,31.07,29.1,17.86
18.26,0,19,58.2,1.67,31.07,83.51,63.63,93.0,49.16,34.9,21.6,25.13,24.09,16.24
26.51,0,24,72.92,1.71,33.04,93.14,77.68,104.65,57.24,37.09,22.43,30.1,26.18,16.7
15.17,0,40,66.1,1.67,34.12,92.02,80.57,97.12,54.76,36.91,23.1,28.96,25.96,17.0
23.07,0,20,69.34,1.69,34.27,91.9,74.3,102.32,57.2,37.98,24.73,30.07,26.67,17.3
16.54,0,26,61.84,1.74,32.17,82.6,71.19,95.95,51.67,35.17,22.06,25.34,24.17,15.86
21.49,0,22,80.49,1.77,35.82,95.09,88.15,103.63,63.45,39.83,23.84,32.57,27.69,17.34
17.76,1,43,69.17,1.72,37.62,95.96,78.65,93.23,53.53,35.8,20.81,33.79,28.22,17.44
16.73,0,45,68.56,1.7,36.72,93.63,85.54,95.67,57.91,36.59,22.13,30.66,27.45,17.6
25.16,0,21,62.13,1.65,31.37,88.4,69.58,99.74,54.58,36.27,21.53,27.47,24.0,15.84
19.33,1,44,85.58,1.8,38.79,102.59,95.06,102.29,59.23,39.65,24.42,32.11,29.55,18.55
22.71,0,30,55.94,1.65,30.37,87.69,70.44,92.84,54.34,33.48,20.25,27.36,23.43,16.12
24.27,1,64,91.67,1.77,39.2,112.29,108.39,107.67,60.94,40.46,22.44,33.39,29.28,18.68
33.17,1,36,101.59,1.76,40.2,113.82,114.26,110.95,73.45,40.33,23.84,35.76,31.56,18.7
19.25,0,23,65.34,1.77,30.74,90.61,67.95,94.46,54.95,35.51,21.0,29.63,24.34,15.24
13.94,0,24,58.56,1.7,31.77,86.28,68.51,97.4,53.41,33.8,22.58,25.8,24.68,16.39
25.71,1,61,96.82,1.86,41.16,111.5,103.79,102.69,61.33,40.74,23.02,35.75,31.5,20.07
29.11,0,51,75.49,1.74,36.14,98.1,93.4,101.43,55.59,37.15,21.8,29.42,25.59,17.41
25.08,1,41,78.83,1.79,37.46,98.87,92.55,100.21,58.65,39.0,21.44,31.22,28.11,16.7
19.44,0,20,59.22,1.73,31.49,84.62,68.76,93.02,49.47,35.21,20.99,25.21,23.38,15.29
20.19,0,23,55.89,1.56,32.52,88.71,67.5,94.78,49.67,35.0,20.57,26.2,23.61,14.74
30.52,0,67,88.8,1.75,39.33,108.66,103.82,105.36,57.77,41.22,24.17,32.54,28.99,20.08
12.56,1,30,62.42,1.75,35.99,88.96,76.9,89.98,50.3,34.88,21.83,27.16,34.72,16.94
15.13,0,20,59.57,1.7,31.83,88.72,69.28,96.67,49.78,34.28,20.44,24.89,22.67,14.94
11.81,1,23,89.78,1.87,42.03,99.56,88.61,104.03,63.06,41.66,24.98,35.54,29.99,19.19
21.77,1,72,74.19,1.74,38.15,99.71,94.74,96.5,56.69,37.08,21.91,30.95,27.04,18.35
22.76,0,39,77.88,1.73,36.41,100.07,85.45,99.96,57.9,37.87,22.2,31.04,27.54,17.84
22.25,0,37,83.84,1.76,37.75,101.99,91.75,101.55,64.22,39.31,24.57,34.43,30.02,17.99
21.4,0,35,64.75,1.72,33.75,93.48,79.29,94.98,55.02,37.26,22.83,29.1,25.75,16.7
7.5,0,25,82.44,1.87,38.07,100.39,82.62,97.53,58.96,39.3,24.91,32.45,29.05,18.35
19.8,0,19,50.91,1.62,29.92,82.92,63.79,91.04,46.09,34.86,21.67,25.28,21.79,14.9
16.09,0,20,64.36,1.66,31.7,84.5,70.96,104.92,51.97,37.98,22.69,27.5,24.49,16.49
25.87,0,19,70.94,1.69,33.67,93.24,78.89,104.74,59.59,38.76,21.0,28.17,24.0,16.54
14.24,1,52,80.66,1.87,38.07,99.43,88.37,98.74,55.66,38.36,22.74,30.83,28.97,18.38
16.66,1,33,67.79,1.78,35.65,87.48,80.1,93.22,54.8,36.22,22.05,29.77,26.8,17.23
29.21,1,64,103.54,1.83,40.93,117.8,107.03,108.2,63.0,41.98,24.38,35.3,30.39,19.38
10.22,0,45,65.69,1.73,35.43,78.98,73.89,95.43,54.06,36.78,22.17,31.02,26.7,17.56
29.04,1,46,99.95,1.81,41.09,114.04,105.73,108.3,65.71,40.79,24.59,33.45,28.85,18.64
25.79,0,58,71.06,1.71,39.96,96.66,92.16,93.95,54.23,35.74,20.95,31.06,28.48,18.17
20.89,0,34,87.19,1.78,37.61,103.44,89.84,103.76,61.96,40.84,23.94,33.5,28.35,17.53
23.2,0,38,100.63,1.87,40.62,113.63,104.69,108.0,65.8,40.8,24.68,35.89,30.71,19.47
22.58,1,36,86.59,1.82,38.11,104.79,94.0,101.78,58.44,38.69,23.56,32.68,29.12,18.4
15.4,0,35,64.07,1.71,35.09,88.38,75.07,95.61,51.0,35.53,22.23,28.1,25.69,16.97
23.0,0,23,72.24,1.73,35.53,93.82,79.49,100.98,57.95,37.17,21.51,29.51,25.45,16.57
7.55,1,36,72.06,1.83,35.87,93.11,82.34,94.9,54.18,37.87,25.61,29.94,27.08,18.05
28.41,0,21,68.16,1.63,34.06,92.58,80.04,102.46,55.84,38.64,23.26,28.52,25.17,17.0
22.2,0,33,87.24,1.82,36.03,99.38,92.38,106.75,61.66,40.54,24.23,31.79,27.99,17.79
9.4,1,23,72.46,1.84,35.5,92.1,77.1,93.9,56.1,36.1,22.7,30.5,27.2,18.2
25.21,0,20,67.22,1.68,31.8,89.21,75.2,101.6,57.7,39.27,21.2,30.95,25.06,16.3
29.78,0,22,75.73,1.77,33.2,90.87,78.42,107.76,57.28,40.66,22.91,29.15,24.67,15.33
1.96,1,37,58.92,1.68,35.5,89.54,76.02,88.96,50.75,34.84,22.2,25.94,26.53,17.53
14.8,1,53,78.88,1.74,40.25,105.23,93.79,96.69,57.07,36.72,21.47,33.97,30.64,18.71
24.74,0,28,81.59,1.76,35.85,99.38,94.8,101.97,59.88,38.17,22.4,30.08,27.49,17.0
21.67,0,20,69.09,1.74,33.75,90.16,72.5,100.83,56.91,36.83,22.33,27.58,24.08,16.67
15.76,0,21,49.45,1.6,32.0,83.01,65.97,90.51,46.01,31.04,19.51,24.99,22.0,14.71
18.27,0,18,58.06,1.66,31.5,84.5,69.0,97.0,52.5,36.0,23.0,26.0,23.5,16.0
22.77,0,22,57.25,1.65,31.78,66.73,66.81,94.54,50.78,35.42,21.92,28.78,24.07,16.42
7.96,1,48,71.67,1.75,36.17,95.96,86.55,95.77,56.45,36.78,23.23,29.96,27.5,17.62
11.72,0,25,92.74,1.88,38.27,101.69,88.61,107.34,65.11,39.26,24.87,35.37,28.9,18.48
17.44,0,24,66.1,1.73,34.38,89.55,78.98,95.56,52.88,36.78,21.78,28.11,25.49,16.83
23.96,1,39,81.89,1.79,37.56,98.92,91.39,102.29,61.2,39.39,22.58,34.6,29.33,17.46
17.91,0,21,62.56,1.78,32.1,82.37,67.93,97.56,50.47,37.12,21.29,26.73,23.0,15.37
23.49,0,31,72.36,1.74,34.09,93.28,83.28,97.76,56.04,37.27,22.49,28.71,27.28,17.52
22.16,0,19,57.52,1.75,31.47,80.82,66.63,96.63,49.71,35.31,21.04,24.54,25.65,15.08
22.82,0,50,87.37,1.82,39.04,105.59,96.9,99.81,56.8,38.0,22.06,34.85,29.49,18.54
17.86,1,41,85.9,1.9,38.53,108.82,88.7,101.36,57.5,39.6,24.42,34.51,30.29,18.98
16.65,0,19,54.48,1.71,30.03,83.8,61.03,92.72,47.44,34.89,21.35,24.24,23.52,15.86
22.95,0,20,65.95,1.72,32.93,88.38,70.48,101.16,55.05,37.12,23.55,28.73,25.23,16.52
21.33,1,42,79.54,1.8,36.58,101.61,94.37,99.59,58.48,39.1,24.0,30.16,28.36,18.45
30.2,0,27,82.33,1.73,34.23,91.28,95.91,104.65,58.92,39.31,23.19,34.02,27.71,17.63
16.84,1,34,84.91,1.74,38.31,105.83,92.1,102.96,62.89,39.39,23.71,35.8,30.34,18.66
19.11,0,20,55.53,1.73,31.41,82.07,65.78,96.52,47.73,34.38,20.26,24.08,22.04,14.45
22.22,0,21,57.05,1.71,30.39,81.89,63.82,96.92,50.18,35.02,20.8,26.11,22.61,15.11
16.76,0,23,52.52,1.62,30.83,80.9,65.07,95.43,47.17,33.3,21.55,24.42,22.79,15.19
20.04,0,34,69.11,1.66,34.68,89.11,78.41,96.41,54.93,36.53,21.99,28.55,25.87,17.22
20.26,0,22,66.59,1.66,30.91,83.11,68.35,96.54,49.11,34.76,20.41,26.09,23.19,15.73
21.81,1,43,95.67,1.87,38.06,104.15,101.38,108.05,62.97,41.94,25.29,33.24,29.72,18.32
22.57,0,41,65.69,1.8,34.35,87.69,78.36,99.23,51.29,36.52,21.5,27.24,27.13,16.41
24.68,0,18,66.42,1.73,31.75,88.13,71.8,104.18,55.84,38.29,21.42,26.68,23.7,16.5
14.43,0,22,67.74,1.72,35.09,90.93,80.97,95.18,57.34,36.91,21.78,30.83,26.44,16.69
30.8,1,56,94.49,1.77,40.8,110.36,105.6,107.63,62.26,41.43,23.7,35.47,29.2,19.53
27.84,0,20,55.34,1.64,31.0,81.0,66.0,100.3,55.5,36.0,21.0,24.5,22.0,15.3
19.99,1,39,75.46,1.79,37.34,93.77,86.34,96.18,58.43,36.31,22.35,32.41,28.17,17.26
32.26,0,42,74.31,1.66,38.75,99.75,92.58,99.79,58.45,37.4,21.35,32.77,29.25,17.26
24.7,0,24,64.92,1.67,33.31,89.12,74.3,101.04,55.88,36.01,21.35,29.07,24.67,16.43
24.51,0,31,69.3,1.67,33.97,94.8,78.81,93.55,55.77,37.89,22.11,29.95,26.34,17.18
20.93,0,35,73.32,1.76,35.39,92.07,85.46,97.88,57.96,37.9,22.88,29.84,27.11,16.72
13.26,1,53,79.38,1.87,37.32,99.98,88.46,95.64,55.77,38.76,22.78,37.69,28.95,19.1
26.7,1,48,79.49,1.82,38.0,100.7,92.4,97.5,59.3,38.1,21.8,31.8,27.3,17.5
27.46,0,20,64.86,1.73,32.0,84.5,72.0,98.5,53.0,37.5,20.3,31.5,24.5,16.5
13.43,0,50,68.38,1.77,37.66,97.43,89.13,96.16,57.17,38.09,23.8,30.96,29.35,18.57
24.96,0,19,65.88,1.67,33.0,89.27,73.0,102.25,56.52,36.77,21.47,29.12,25.1,16.35
25.47,1,45,82.73,1.81,38.96,98.68,97.71,101.25,57.06,39.94,22.93,32.37,29.17,18.3
23.08,0,25,77.42,1.72,36.99,96.94,87.15,101.71,59.44,38.49,23.04,34.22,28.54,17.82
21.8,0,23,59.86,1.71,32.02,85.82,67.63,93.13,50.19,36.88,21.68,23.87,24.12,16.53
15.26,1,70,72.08,1.72,37.68,97.59,88.06,96.84,57.19,37.73,21.8,32.29,27.9,18.74
20.59,1,29,88.27,1.85,37.9,100.33,98.57,103.43,61.15,39.65,24.51,33.43,28.98,19.25
31.2,0,39,87.2,0.95,35.43,102.34,96.6,113.09,66.92,41.14,23.22,32.47,27.82,17.07
13.85,0,19,56.56,1.62,31.19,85.46,68.38,94.93,52.2,34.62,20.37,26.1,23.44,15.57
9.82,1,46,75.9,1.79,37.55,97.72,84.01,96.01,57.64,38.41,22.35,30.54,28.4,18.37
25.52,0,23,66.62,1.61,33.59,95.92,75.8,103.89,53.81,38.6,22.23,29.4,24.77,17.17
19.08,1,31,79.62,1.89,36.13,93.66,86.11,99.48,58.21,38.2,22.06,32.57,28.1,17.78
22.19,0,40,68.13,1.74,35.08,93.57,79.33,94.26,54.66,35.6,21.0,30.38,26.29,16.61
23.8,0,18,62.01,1.68,33.3,89.66,74.57,95.06,50.83,36.0,21.91,26.7,24.36,15.97
20.92,0,26,61.95,1.66,32.75,88.51,74.23,95.05,49.97,36.9,22.17,28.42,24.65,16.02
12.22,1,38,80.34,1.89,37.15,100.78,87.55,97.15,55.75,38.61,21.78,29.08,27.89,17.88
12.02,0,20,48.91,1.63,29.98,79.85,64.35,87.09,47.1,33.64,19.51,22.15,20.96,15.01
23.71,0,20,65.69,1.71,32.39,86.15,69.25,99.97,53.9,36.01,22.42,26.26,22.77,15.76
10.8,1,44,68.26,1.77,34.18,91.24,80.62,92.06,55.05,36.89,22.56,28.61,26.2,17.49
24.31,0,22,53.22,1.71,31.13,78.95,67.56,94.49,46.24,34.34,20.51,24.42,21.1,14.52
10.74,1,45,82.25,1.78,39.93,105.28,92.47,99.15,58.26,37.16,22.12,33.56,30.56,18.88
21.76,0,22,58.88,1.74,30.7,82.4,64.1,97.4,51.98,35.58,21.38,26.0,22.5,15.0
10.99,0,25,62.41,1.78,33.04,86.54,70.99,89.34,52.34,36.16,22.91,27.35,25.36,16.68
14.77,0,19,55.01,1.61,30.77,86.35,67.55,92.51,49.03,35.25,20.15,24.81,21.87,15.7
18.65,0,25,58.48,1.68,32.77,84.54,72.33,90.64,49.29,35.17,20.56,25.82,23.47,15.8
8.83,1,56,73.92,1.77,38.67,91.82,78.96,94.45,56.77,39.65,24.17,30.25,29.2,18.1
22.18,0,37,66.8,1.65,34.62,92.78,80.74,98.29,54.37,36.95,22.32,29.62,26.76,16.68
20.51,0,30,69.84,1.74,34.89,91.26,79.89,97.02,53.34,36.96,21.53,29.22,25.34,16.77
25.97,0,19,74.39,1.73,33.0,91.0,73.5,107.0,59.0,39.0,24.5,30.5,27.5,17.5
26.83,0,29,60.13,1.63,33.28,87.26,71.64,94.93,52.53,38.76,20.74,27.19,24.31,16.51
22.94,0,31,91.81,1.79,41.09,105.77,94.74,106.39,65.7,39.71,24.2,37.13,30.93,19.01
20.29,0,30,83.33,1.72,39.35,100.41,87.27,101.74,57.76,39.05,22.98,32.77,29.3,17.74
30.34,1,43,90.94,1.82,40.4,104.75,100.57,103.34,63.22,39.54,22.62,34.55,30.18,18.39
28.68,0,32,85.23,1.74,35.94,97.17,98.38,105.76,60.76,39.57,22.75,34.15,28.92,18.16
11.78,0,22,76.47,1.88,35.6,93.6,79.27,100.1,56.24,36.58,22.58,29.73,27.66,17.65
18.16,1,50,88.19,1.84,38.73,105.17,98.65,101.93,58.45,39.97,24.72,32.25,28.93,18.46
20.9,0,23,61.78,1.72,32.73,87.44,70.19,93.63,51.23,37.18,21.88,24.91,24.77,16.52
22.11,0,28,77.2,1.74,33.37,89.08,78.18,98.44,54.22,37.11,22.04,28.75,26.0,16.97
22.64,0,27,68.75,1.76,32.95,90.5,75.78,99.96,56.93,37.07,21.2,28.74,25.78,16.72
12.13,0,27,62.13,1.73,32.82,86.47,70.93,92.58,52.26,37.05,21.52,26.28,24.11,16.47
16.81,0,37,69.73,1.74,35.63,95.12,83.76,92.78,55.47,36.14,21.9,29.29,25.7,17.01
22.27,0,29,68.46,1.73,32.22,90.13,77.95,102.17,55.26,37.5,22.46,26.41,24.67,16.15
14.67,1,33,89.11,1.85,38.62,103.86,95.62,104.99,61.47,40.57,24.97,31.51,28.99,19.11
10.12,0,25,89.6,1.88,37.65,98.82,85.79,104.49,62.8,38.42,24.8,34.7,28.58,18.16
7.11,0,38,72.11,1.84,36.42,91.53,75.94,97.35,54.82,39.24,22.16,29.28,28.76,17.92
16.54,0,26,55.51,1.64,31.62,85.79,69.27,93.18,48.21,33.23,21.0,26.55,23.49,15.24
15.91,0,42,70.92,1.7,36.14,96.67,80.82,95.39,56.99,36.93,23.2,32.68,27.88,17.42
23.75,0,39,103.14,1.88,41.27,115.63,107.16,108.37,67.09,41.22,24.47,36.85,31.37,19.75
22.62,0,37,72.47,1.76,35.68,91.95,81.72,96.79,54.93,36.93,23.0,28.47,26.38,17.72
30.23,1,51,90.43,1.79,40.05,113.26,104.57,98.09,59.53,38.43,22.57,31.92,28.87,18.25
15.35,1,42,84.14,1.81,39.33,102.63,90.66,101.2,60.0,38.49,24.34,32.83,29.36,18.59
8.22,0,51,65.61,1.71,34.97,91.78,84.2,93.39,54.15,35.6,22.39,29.41,26.64,17.03
13.8,0,24,80.22,1.8,36.6,99.25,83.27,101.75,59.52,37.57,23.4,31.88,28.74,18.01
21.84,0,26,58.75,1.63,31.68,83.51,72.49,92.45,52.02,33.71,20.8,27.22,23.81,15.62
26.36,1,35,84.37,1.79,38.49,102.42,95.4,103.03,61.99,39.97,22.53,31.58,28.46,17.16
8.53,1,46,75.15,1.79,37.51,97.19,83.14,95.53,56.94,38.29,22.12,30.13,28.23,18.4
21.72,1,45,79.21,1.82,37.12,98.95,92.32,99.27,59.24,38.75,22.17,28.75,26.7,16.88
21.67,0,18,57.38,1.65,30.95,80.88,67.84,94.89,51.94,35.95,20.48,25.95,22.95,15.48
29.92,0,18,70.05,1.75,32.82,83.64,86.23,103.52,51.31,37.91,21.5,27.86,26.03,16.61
22.41,0,23,72.67,1.73,33.06,96.53,78.37,101.3,58.43,37.07,22.45,29.9,26.47,17.83
12.54,0,47,74.02,1.69,37.99,97.93,85.25,96.44,60.98,39.0,23.11,30.29,27.45,18.0
27.9,0,22,77.49,1.8,33.78,94.95,89.79,102.96,56.9,39.89,22.67,30.34,26.28,16.95
11.7,0,40,74.97,1.8,36.11,94.93,82.13,98.29,59.85,37.37,23.07,29.53,27.98,18.21
18.36,1,41,86.99,1.84,39.12,101.77,98.32,102.67,63.15,40.72,23.92,33.93,29.8,18.02
12.64,0,21,53.81,1.7,30.58,79.26,62.32,95.92,48.08,34.56,20.34,25.54,23.37,15.26
10.95,1,50,71.29,1.71,37.22,93.35,85.63,94.04,58.49,39.37,23.1,28.02,27.0,17.6
15.02,1,47,78.25,1.77,37.98,102.8,85.7,96.82,58.15,37.79,23.95,34.64,29.72,18.42
24.43,0,20,63.47,1.65,32.8,88.42,72.31,101.26,55.57,35.83,21.25,28.6,24.11,16.18
21.08,0,45,93.86,1.89,40.04,103.55,103.61,107.51,65.88,42.16,24.11,34.71,29.15,18.45
16.58,1,56,65.59,1.69,36.25,97.31,84.18,91.63,53.68,35.09,21.15,29.55,26.67,17.3
23.8,0,37,67.41,1.75,35.16,92.85,81.25,93.14,54.64,36.55,21.12,28.27,25.03,16.55
8.94,0,46,67.09,1.76,36.35,87.78,75.71,96.08,53.92,36.48,21.8,30.56,26.62,17.25
26.03,0,21,69.85,1.72,33.54,94.06,82.91,101.53,54.75,38.03,22.63,28.43,24.88,16.33
14.29,0,21,52.09,1.6,30.2,81.54,66.78,84.6,48.89,34.34,20.34,26.36,22.79,14.67
25.11,0,19,74.65,1.79,33.62,90.71,76.82,105.9,56.38,38.41,24.08,28.31,26.09,17.19
13.87,1,42,74.44,1.86,35.7,96.6,81.49,97.15,58.35,38.18,23.39,29.71,27.4,18.29
23.94,0,42,84.28,1.82,36.46,100.31,94.01,101.41,59.72,37.84,22.12,32.12,27.72,17.45
21.61,1,33,81.12,1.76,38.79,100.71,94.08,99.8,58.89,36.56,22.48,32.36,29.64,18.06
17.11,1,34,95.33,1.87,40.07,105.92,99.97,108.22,65.09,40.52,24.15,36.46,30.12,18.36
20.1,1,48,80.4,1.85,36.8,96.0,90.0,99.7,58.8,38.4,22.8,29.9,28.0,18.1
5.11,0,25,58.96,1.63,35.57,91.46,71.79,88.75,50.0,34.08,20.99,29.99,26.98,16.83
31.48,0,22,67.69,1.67,32.24,86.63,73.01,106.74,57.62,38.88,22.96,29.65,25.13,16.72
20.89,0,21,51.65,1.58,28.95,82.57,70.17,93.2,47.28,34.41,21.15,24.33,21.81,14.25
34.32,0,25,83.94,1.7,35.86,103.0,92.52,107.67,60.79,39.49,23.34,32.12,27.75,17.37
18.1,1,44,85.05,1.84,38.0,101.8,87.5,101.0,58.5,39.2,24.5,32.1,28.6,18.0
21.04,0,22,79.22,1.83,36.07,93.13,85.14,105.01,61.35,40.0,23.47,30.92,28.9,17.16
14.65,1,52,69.8,1.76,37.52,93.78,88.29,94.26,53.58,36.15,21.99,28.61,25.84,17.11
8.75,1,55,73.91,1.77,38.5,92.51,79.5,94.48,56.73,39.47,23.86,30.18,29.04,18.15
15.09,0,24,58.37,1.71,31.39,87.28,73.24,92.75,49.91,26.74,21.55,26.14,23.53,15.39
6.84,0,39,60.23,1.69,36.93,87.08,75.93,88.78,51.15,34.72,22.31,27.23,26.8,17.99
18.2,0,22,58.37,1.7,31.58,87.26,66.17,93.11,51.51,35.54,21.27,25.73,23.42,15.27
10.49,0,37,73.71,1.79,38.27,89.66,81.5,98.0,56.92,39.01,22.42,31.93,28.46,17.84
24.13,1,47,85.49,1.78,39.16,104.43,98.2,100.13,59.26,38.21,23.11,34.31,29.99,18.85
16.23,0,30,68.93,1.76,34.75,92.71,77.57,97.98,56.41,35.66,22.23,28.56,26.5,17.01
16.53,0,45,68.68,1.7,36.75,94.16,85.61,95.72,57.91,36.63,22.12,30.56,27.37,17.59
28.7,1,24,83.58,1.81,34.4,97.3,100.0,101.9,63.2,42.2,24.0,32.2,27.7,17.7
16.15,1,37,84.14,1.75,39.78,105.71,93.92,101.93,60.84,39.57,23.68,31.94,31.13,19.44
17.53,0,21,56.28,1.67,32.42,85.0,64.46,93.11,50.23,33.92,20.81,27.0,23.8,15.86
26.94,0,22,63.74,1.62,31.06,84.54,72.12,94.22,51.38,35.2,20.2,28.03,22.08,14.57
22.99,0,26,57.39,1.66,33.29,85.67,74.43,92.22,52.93,34.35,20.28,26.89,23.51,15.9
26.85,1,52,81.52,1.76,35.98,102.72,93.26,100.46,60.74,38.22,22.5,32.54,29.75,18.33
16.29,1,51,86.24,1.78,39.65,104.69,96.89,102.35,59.2,39.73,24.36,33.13,30.34,19.06
